,Neighborhood,City,Latitude,Longitude
471,Manhattan Terrace,New York City,40.61443251335098,-73.95743840559939
472,Flatbush,New York City,40.63632589026677,-73.95840106533903
473,Crown Heights,New York City,40.67082917695294,-73.94329119073582
474,East Flatbush,New York City,40.64171776668961,-73.93610256185836
475,Kensington,New York City,40.64238195800353,-73.98042110559473
476,Windsor Terrace,New York City,40.65694583575104,-73.98007340430172
477,Prospect Heights,New York City,40.67682226225472,-73.9648592426269
478,Brownsville,New York City,40.66394994339755,-73.91023536176606
479,Williamsburg,New York City,40.707144393442505,-73.95811529220926
480,Bushwick,New York City,40.69811611017901,-73.92525797487045
481,Bedford Stuyvesant,New York City,40.68723160772045,-73.94178488690297
482,Brooklyn Heights,New York City,40.69586372272408,-73.99378225496423
483,Cobble Hill,New York City,40.687919722485574,-73.99856139218463
484,Carroll Gardens,New York City,40.68054023107649,-73.99465372828006
485,Red Hook,New York City,40.67625323025089,-74.01275897473559
486,Gowanus,New York City,40.67393114318715,-73.99444087145339
487,Fort Greene,New York City,40.68852726018977,-73.97290574369092
488,Park Slope,New York City,40.67232052268197,-73.97705030183924
489,Cypress Hills,New York City,40.68239101144211,-73.87661596457295
490,East New York,New York City,40.669925700847045,-73.88069863917366
491,Starrett City,New York City,40.64758905230874,-73.87936970045875
492,Canarsie,New York City,40.63556432797428,-73.90209269778966
493,Flatlands,New York City,40.630446043757466,-73.92911302644673
494,Mill Island,New York City,40.606336421685626,-73.90818571777424
495,Manhattan Beach,New York City,40.57791350308657,-73.94353722891886
496,Coney Island,New York City,40.57429256471601,-73.98868295821637
497,Bath Beach,New York City,40.59951870282239,-73.99875221443519
498,Borough Park,New York City,40.633130512758015,-73.99049823044811
499,Dyker Heights,New York City,40.61921945772264,-74.01931375636022
500,Gerritsen Beach,New York City,40.590848433902046,-73.93010170691196
501,Marine Park,New York City,40.60974777989461,-73.93134404108497
502,Clinton Hill,New York City,40.69322942188151,-73.96784306216367
503,Sea Gate,New York City,40.57637537890224,-74.00787311200241
504,Downtown,New York City,40.69084402109802,-73.98346337431099
505,Boerum Hill,New York City,40.68568291209144,-73.98374824115798
506,Prospect Lefferts Gardens,New York City,40.65842001746981,-73.95489867077713
507,Ocean Hill,New York City,40.67840255479536,-73.91306831787395
508,City Line,New York City,40.67856995727479,-73.86797598081334
509,Bergen Beach,New York City,40.615149550453076,-73.89855633630317
510,Midwood,New York City,40.62559589869843,-73.95759523489838
511,Prospect Park South,New York City,40.647008603185185,-73.96261316716048
512,Georgetown,New York City,40.623845244784185,-73.91607483951323
513,East Williamsburg,New York City,40.70849241041548,-73.93885815269195
514,North Side,New York City,40.714822906532014,-73.95880857587582
515,South Side,New York City,40.71086147265064,-73.95800095153331
516,Ocean Parkway,New York City,40.61305976667942,-73.96836678035541
517,Fort Hamilton,New York City,40.61476812694226,-74.03197914537985
518,Chinatown,New York City,40.71561842231432,-73.99427936255978
519,Washington Heights,New York City,40.851902525553044,-73.93690027985234
520,Inwood,New York City,40.86768396449915,-73.92121042203897
521,Hamilton Heights,New York City,40.823604284811935,-73.94968791883366
522,Manhattanville,New York City,40.81693442949779,-73.9573853935188
523,Central Harlem,New York City,40.81597606742414,-73.94321112603905
524,East Harlem,New York City,40.79224946663033,-73.94418223148523
525,Upper East Side,New York City,40.77563857330181,-73.96050763135
526,Yorkville,New York City,40.77592984988488,-73.94711784471826
527,Lenox Hill,New York City,40.76811265828733,-73.9588596881376
528,Roosevelt Island,New York City,40.76215960576283,-73.94916769227953
529,Upper West Side,New York City,40.787657998534854,-73.97705923630603
530,Lincoln Square,New York City,40.773528889421655,-73.98533777001262
531,Clinton,New York City,40.75910089146212,-73.99611936309479
532,Midtown,New York City,40.754691102706225,-73.98166882730305
533,Murray Hill,New York City,40.748303077252174,-73.97833207924127
534,Chelsea,New York City,40.744034706747975,-74.00311633472813
535,Greenwich Village,New York City,40.72693288536128,-73.99991402945902
536,East Village,New York City,40.727846777270244,-73.98222616506415
537,Lower East Side,New York City,40.71780674892765,-73.98089031999291
538,Tribeca,New York City,40.721521967443216,-74.01068328559087
539,Little Italy,New York City,40.71932379395907,-73.99730467208073
540,Soho,New York City,40.72218384131794,-74.0006566695976
541,West Village,New York City,40.73443393572435,-74.00617998126813
542,Manhattan Valley,New York City,40.797307041702865,-73.96428617740655
543,Morningside Heights,New York City,40.807999738165826,-73.96389627905332
544,Gramercy,New York City,40.737209832715,-73.98137594833541
545,Battery Park City,New York City,40.71193198394565,-74.01686930508617
546,Financial District,New York City,40.707107107270474,-74.01066544521271
547,Astoria,New York City,40.76850859335492,-73.91565374304234
548,Woodside,New York City,40.746349088602216,-73.90184166838284
549,Jackson Heights,New York City,40.75198138007367,-73.88282109164366
550,Elmhurst,New York City,40.74404850512202,-73.88165622288388
551,Howard Beach,New York City,40.65422527738487,-73.83813764600279
552,Corona,New York City,40.74238175015667,-73.85682497345258
553,Forest Hills,New York City,40.72526378216503,-73.84447500788983
554,Kew Gardens,New York City,40.705179035414794,-73.82981905825703
555,Richmond Hill,New York City,40.69794731471763,-73.83183321446889
556,Flushing,New York City,40.76445419697846,-73.83177300329581
557,Long Island City,New York City,40.75021734610528,-73.93920223915505
558,Sunnyside,New York City,40.74017628351925,-73.92691617561577
559,East Elmhurst,New York City,40.7640732388309,-73.86704147658772
560,Maspeth,New York City,40.725427374093606,-73.8962171362686
561,Ridgewood,New York City,40.708323156138576,-73.90143517559589
562,Glendale,New York City,40.70276242967838,-73.87074167435605
563,Rego Park,New York City,40.728974094807356,-73.85782686905371
564,Woodhaven,New York City,40.68988687915789,-73.8581104655432
565,Ozone Park,New York City,40.680708468265415,-73.84320266173447
566,South Ozone Park,New York City,40.66854957767195,-73.80986478649041
567,College Point,New York City,40.78490274926021,-73.84304528896125
568,Whitestone,New York City,40.781290766026935,-73.81420216610863
569,Bayside,New York City,40.76604063281064,-73.77427363068671
570,Auburndale,New York City,40.761729549032616,-73.79176243728061
571,Little Neck,New York City,40.7708261928267,-73.73889775580741
572,Douglaston,New York City,40.76684609790763,-73.74249820727329
573,Glen Oaks,New York City,40.74944079974332,-73.71548118999145
574,Bellerose,New York City,40.72857318176675,-73.72012814826904
575,Kew Gardens Hills,New York City,40.722578244228046,-73.82087764933566
576,Fresh Meadows,New York City,40.7343944653313,-73.78271337003264
577,Briarwood,New York City,40.71093547252271,-73.81174822458634
578,Jamaica Center,New York City,40.70465736068717,-73.79690165888289
579,Oakland Gardens,New York City,40.74561857141855,-73.75494976234332
580,Queens Village,New York City,40.718893092167356,-73.73871484578423
581,Hollis,New York City,40.71124344191904,-73.75925009335594
582,South Jamaica,New York City,40.69691125378989,-73.7904261313554
583,St. Albans,New York City,40.694445385223595,-73.75867603727717
584,Rochdale,New York City,40.67521139591733,-73.77258787620906
585,Springfield Gardens,New York City,40.66623049036858,-73.76042092682287
586,Cambria Heights,New York City,40.69277463916085,-73.73526873708028
587,Rosedale,New York City,40.65981643342808,-73.73526079428278
588,Far Rockaway,New York City,40.603134432500894,-73.75497968043872
589,Broad Channel,New York City,40.60302658351238,-73.8200548911032
590,Breezy Point,New York City,40.55740128845452,-73.92551196994168
591,Steinway,New York City,40.7759230156429,-73.90228960391673
592,Beechhurst,New York City,40.79278140360048,-73.80436451720988
593,Bay Terrace,New York City,40.78284280624555,-73.7768022262158
594,Edgemere,New York City,40.595641807368494,-73.77613282391705
595,Arverne,New York City,40.58914394372971,-73.79199233136944
596,Rockaway Beach,New York City,40.58280169684559,-73.82236121088752
597,Neponsit,New York City,40.572036730217015,-73.85754672410826
598,Murray Hill,New York City,40.764126122614066,-73.81276269135866
599,Floral Park,New York City,40.74137842194544,-73.70884705889245
600,Holliswood,New York City,40.7209572076444,-73.7671416671473
601,Jamaica Estates,New York City,40.71680483014613,-73.7872269693666
602,Queensboro Hill,New York City,40.7445723092867,-73.82580915110559
603,Hillcrest,New York City,40.723824901829204,-73.79760300912672
604,Ravenswood,New York City,40.761704526054146,-73.93157506072878
605,Lindenwood,New York City,40.66391841925139,-73.84963782402441
606,Laurelton,New York City,40.66788389660247,-73.74025607989822
607,Lefrak City,New York City,40.7360745708308,-73.86252471413741
608,Belle Harbor,New York City,40.576155565431094,-73.8540175039252
609,Rockaway Park,New York City,40.58034295646131,-73.84153370226186
610,Somerville,New York City,40.597710615657675,-73.79664750844047
611,Brookville,New York City,40.660003227336134,-73.75175310731153
612,Bellaire,New York City,40.73301404027834,-73.73889198912481
613,North Corona,New York City,40.7540709990489,-73.85751790676447
614,Forest Hills Gardens,New York City,40.714611081511705,-73.8410221123401
615,St. George,New York City,40.6449815710044,-74.07935312512797
616,New Brighton,New York City,40.64061455913511,-74.08701650516626
617,Stapleton,New York City,40.626927625381754,-74.07790192660066
618,Rosebank,New York City,40.61530494652761,-74.06980526716141
619,West Brighton,New York City,40.631878926546065,-74.1071817826561
620,Grymes Hill,New York City,40.624184791313006,-74.08724819983729
621,Todt Hill,New York City,40.59706851814673,-74.1113288180088
622,South Beach,New York City,40.58024741350957,-74.0795529253982
623,Port Richmond,New York City,40.63366930554365,-74.12943426797007
624,Mariner's Harbor,New York City,40.63254639048112,-74.15008537046981
625,Port Ivory,New York City,40.63968297845542,-74.17464532993542
626,Castleton Corners,New York City,40.61333593766742,-74.11918058534843
627,New Springville,New York City,40.594252379161695,-74.16496031329827
628,Travis,New York City,40.58631375103281,-74.19073717538116
629,New Dorp,New York City,40.57257231820632,-74.1164794360638
630,Oakwood,New York City,40.5584622432888,-74.12156593771896
631,Great Kills,New York City,40.549480228713605,-74.14932381490992
632,Eltingville,New York City,40.542230747450745,-74.1643308041936
633,Annadale,New York City,40.53811417474507,-74.17854866165878
634,Woodrow,New York City,40.541967622888755,-74.20524582480327
635,Tottenville,New York City,40.50533376115642,-74.24656934235283
636,Tompkinsville,New York City,40.637316067110326,-74.08055351790115
637,Silver Lake,New York City,40.61919310792676,-74.09629029235458
638,Sunnyside,New York City,40.61276015756489,-74.0971255217853
639,Ditmas Park,New York City,40.64367518334098,-73.9610131246678
640,Wingate,New York City,40.66094656188111,-73.93718680559314
641,Rugby,New York City,40.65557231328077,-73.92688212616955
642,Park Hill,New York City,40.60919044434558,-74.08015734936295
643,Westerleigh,New York City,40.62109047275409,-74.13304143951704
644,Graniteville,New York City,40.62017151223189,-74.15315246387762
645,Arlington,New York City,40.63532509911492,-74.16510420241123
646,Arrochar,New York City,40.596312571276734,-74.06712363225573
647,Grasmere,New York City,40.598268359599906,-74.0766743627905
648,Old Town,New York City,40.59632891379513,-74.08751118005578
649,Dongan Hills,New York City,40.58867294819928,-74.0963990531252
650,Midland Beach,New York City,40.573526905742824,-74.09348266303591
651,Grant City,New York City,40.57621558711788,-74.10585598545434
652,New Dorp Beach,New York City,40.564255493073354,-74.10432707469124
653,Bay Terrace,New York City,40.55398800858462,-74.13916622175769
654,Huguenot,New York City,40.53191192048961,-74.19174105747814
655,Pleasant Plains,New York City,40.52469937611813,-74.21983106616777
656,Butler Manor,New York City,40.50608165346305,-74.22950350260027
657,Charleston,New York City,40.53053148283314,-74.23215775896526
658,Rossville,New York City,40.54940400650072,-74.21572851113952
659,Arden Heights,New York City,40.54928582278321,-74.18588674583894
660,Greenridge,New York City,40.55529523617321,-74.17079414786092
661,Heartland Village,New York City,40.58913894875281,-74.15902208156602
662,Chelsea,New York City,40.594726027462954,-74.18956045519691
663,Bloomfield,New York City,40.60577868452358,-74.18725638381567
664,Bulls Head,New York City,40.6095918004203,-74.15940948657122
665,Carnegie Hill,New York City,40.782682567125704,-73.95325646837112
666,Noho,New York City,40.72325901885768,-73.98843368023597
667,Civic Center,New York City,40.71522892046282,-74.00541529873355
668,Midtown South,New York City,40.7485096643122,-73.98871313285247
669,Richmond Town,New York City,40.56960594275505,-74.1340572986257
670,Shore Acres,New York City,40.60971934079284,-74.0666776606177
671,Clifton,New York City,40.61917845202843,-74.072642445484
672,Concord,New York City,40.6044731896879,-74.08402364740357
673,Emerson Hill,New York City,40.606794394801,-74.09776206972522
674,Randall Manor,New York City,40.63563000681151,-74.09805062373887
675,Howland Hook,New York City,40.63843283794795,-74.18622331749823
676,Elm Park,New York City,40.630146741193826,-74.1418167896889
677,Remsen Village,New York City,40.652117451793494,-73.91665331978048
678,New Lots,New York City,40.662744279696604,-73.88511776379292
679,Paerdegat Basin,New York City,40.63131755039667,-73.90233474295836
680,Mill Basin,New York City,40.61597423962336,-73.91515391550405
681,Jamaica Hills,New York City,40.71145964370482,-73.79646462081594
682,Utopia,New York City,40.733500254297574,-73.79671678028348
683,Pomonok,New York City,40.73493618075478,-73.80486120040538
684,Astoria Heights,New York City,40.7703173929982,-73.89467996270574
685,Claremont Village,New York City,40.83142834161548,-73.90119903387668
686,Concourse Village,New York City,40.824780490842905,-73.91584652759009
687,Mount Eden,New York City,40.84382617671654,-73.91655551964418
688,Mount Hope,New York City,40.84884160724665,-73.90829930881988
689,Sutton Place,New York City,40.760280331313744,-73.96355614094303
690,Hunters Point,New York City,40.743414090073536,-73.95386782130745
691,Turtle Bay,New York City,40.752042369507215,-73.96770824581834
692,Tudor City,New York City,40.7469174107402,-73.97121928722265
693,Stuyvesant Town,New York City,40.730999554770605,-73.97405170469203
694,Flatiron,New York City,40.73967304763842,-73.99094710528259
695,Sunnyside Gardens,New York City,40.74565180608076,-73.91819286431682
696,Blissville,New York City,40.73725071694497,-73.93244235260178
697,Fulton Ferry,New York City,40.70328109093014,-73.99550751888415
698,Vinegar Hill,New York City,40.70332149882874,-73.98111603592393
699,Weeksville,New York City,40.67503986503237,-73.93053108817337
700,Broadway Junction,New York City,40.67786104769531,-73.90331684852598
701,Dumbo,New York City,40.703176328226924,-73.98875280745041
702,Manor Heights,New York City,40.60180957631444,-74.12059399718001
703,Willowbrook,New York City,40.603706926273716,-74.13208447484298
704,Sandy Ground,New York City,40.54113992209177,-74.21776636068567
705,Egbertville,New York City,40.57911874296122,-74.12727240604946
706,Roxbury,New York City,40.56737588957032,-73.89213760232822
707,Homecrest,New York City,40.598525095137255,-73.95918459428701
708,Middle Village,New York City,40.71641451115819,-73.88114319200605
709,Prince's Bay,New York City,40.526264067348116,-74.20152556457658
710,Lighthouse Hill,New York City,40.57650629379489,-74.13792663771568
711,Richmond Valley,New York City,40.5195414574891,-74.22957080626941
712,Malba,New York City,40.790601556701475,-73.8266775713864
713,Highland Park,New York City,40.681998934517296,-73.890345709872
714,Madison,New York City,40.60937770113766,-73.94841515328893
715,Bronxdale,New York City,40.85272297633017,-73.86172577555115
716,Allerton,New York City,40.86578787802982,-73.85931863221647
717,Kingsbridge Heights,New York City,40.870392391414704,-73.90152264513144
718,Erasmus,New York City,40.64692606658579,-73.94817709920184
719,Hudson Yards,New York City,40.75665808227519,-74.00011136202637
720,Hammels,New York City,40.58733774018741,-73.80553002968719
721,Bayswater,New York City,40.61132169128385,-73.76596781445626
722,Queensbridge,New York City,40.75609129709471,-73.9456307033409
723,Fox Hills,New York City,40.61731079252983,-74.08173992211962
724,Jiāngnínglù,Shanghai,,
725,Huìnán Zhèn,Shanghai,31.056003000000004,121.7573174
726,Tángzhèn,Shanghai,31.2103603,121.65104270000002
727,Xiàyáng,Shanghai,31.1501939,121.120585
728,Xīnhuálù,Shanghai,31.2073636,121.41720919999999
729,Huácáo Zhèn,Shanghai,31.226098800000003,121.3222602
730,Nánqiáo Zhèn,Shanghai,30.8980114,121.45726040000001
731,Lángxià Zhèn,Shanghai,30.7928984,121.18824380000001
732,Chángqiáo,Shanghai,31.1381066,121.4370369
733,Lónghuá,Shanghai,31.176651,121.44817649999999
734,Péngpǔ Zhèn,Shanghai,31.307494399999996,121.4439361
735,Sānlín Zhèn,Shanghai,31.1453958,121.507929
736,Běizhàn,Shanghai,31.474006,121.8338163
737,Zhuāngháng Zhèn,Shanghai,30.9036745,121.3926871
738,Hóngqiáo,Shanghai,31.197736,121.33456573603901
739,Xīnchǎng Zhèn,Shanghai,31.0478433,121.64473265
740,Shānyáng Zhèn,Shanghai,30.7637853,121.35179
741,Āntíng Zhèn,Shanghai,31.29036385,121.15751476111099
742,Zhōujiādù,Shanghai,31.18714625,121.4892365
743,Zhùqiáo Zhèn,Shanghai,31.411175800000002,121.1803074
744,Lùjiāzuǐ,Shanghai,31.24016825,121.497944636019
745,Xīnqiáo Zhèn,Shanghai,31.0613055,121.319618686872
746,Zhèlín Zhèn,Shanghai,30.832309000000002,121.4690275
747,Sìtuán Zhèn,Shanghai,30.941065500000004,121.7187095
748,Dàchǎng Zhèn,Shanghai,31.2941441,121.4123961
749,Hǎiwān Zhèn,Shanghai,30.862943199999997,121.5632449
750,Nánxiáng Zhèn,Shanghai,31.3004751,121.3140202
751,Cáolù Zhèn,Shanghai,31.273409,121.67849109999999
752,Fāngsōng,Shanghai,31.0356011,121.1926503
753,Huájīng Zhèn,Shanghai,31.119845,121.4512946
754,Zhōngshān,Shanghai,31.038475800000004,121.24118
755,Jiāngqiáo Zhèn,Shanghai,31.2592039,121.34283359999999
756,Yǒuyìlù,Shanghai,31.400128999999996,121.4817034
757,Fèngpǔ,Shanghai,31.008128499999998,121.437454285993
758,Zhuānqiáo Zhèn,Shanghai,31.070955699999995,121.3948347
759,Zhāngyàn Zhèn,Shanghai,30.80545,121.28476029999999
760,Wànxiáng Zhèn,Shanghai,30.9752011,121.8114256
761,Hángtóu Zhèn,Shanghai,31.035378,121.5830009
762,Xīnjiāngwānchéng,Shanghai,31.330780400000002,121.50234840000002
763,Yèxiè Zhèn,Shanghai,30.9422774,121.32530148264401
764,Zhōupǔ Zhèn,Shanghai,31.116213399999996,121.57076979999998
765,Luōdiàn Zhèn,Shanghai,31.417544399999997,121.341729
766,Níchéng Zhèn,Shanghai,30.9064963,121.8262561
767,Gāoqiáo Zhèn,Shanghai,31.3437506,121.57122009999999
768,Shūyuàn Zhèn,Shanghai,30.96157755,121.846355
769,Gùcūn Zhèn,Shanghai,31.3511338,121.4020632
770,Jiǔlǐtíng,Shanghai,31.1434576,121.3065846
771,Tángqiáo,Shanghai,31.21163615,121.5143028
772,Cáojīng Zhèn,Shanghai,30.7963284,121.4061818
773,Chēdūn Zhèn,Shanghai,31.007294599999998,121.316357359624
774,Cáohéjīng,Shanghai,31.1662111,121.42862930000001
775,Huāmù,Shanghai,31.208546500000004,121.54355729999999
776,Kāngqiáo Zhèn,Shanghai,31.157776199999997,121.61444679999998
777,Jīnshānwèi Zhèn,Shanghai,30.7309537,121.35878729999999
778,Xiǎokūnshān Zhèn,Shanghai,31.0391478,121.1331801
779,Xīnjīng Zhèn,Shanghai,31.218928700000003,121.357434885285
780,Sōngnán Zhèn,Shanghai,31.349498200000003,121.48557140000001
781,Yuèpǔ Zhèn,Shanghai,31.4223647,121.41729240000001
782,Jīnqiáo Zhèn,Shanghai,31.2536983,121.5866169
783,Dàtuán Zhèn,Shanghai,30.9730022,121.743901
784,Zhàoxiàng Zhèn,Shanghai,31.149040000000003,121.2304264
785,Jiǔtíng Zhèn,Shanghai,31.1393274,121.3141814
786,Xīnbāng Zhèn,Shanghai,30.935345,121.06357879999999
787,Héqìng Zhèn,Shanghai,31.239458000000003,121.71903929999999
788,Yíngpǔ,Shanghai,31.147526799999998,121.10985729999999
789,Liàntáng Zhèn,Shanghai,31.0110146,121.03913940000001
790,Guǎngfùlín,Shanghai,31.051115000000003,121.21762700000001
791,Gāoháng Zhèn,Shanghai,31.294779499999997,121.602323
792,Tínglín Zhèn,Shanghai,30.89721705,121.35435873667801
793,Jiāngchuān lù,Shanghai,31.0113391,121.4130041
794,Lǎoxīmén,Shanghai,31.220925399999995,121.479018
795,Yuèyáng,Shanghai,31.018276500000002,121.2313372
796,Shíhúdàng Zhèn,Shanghai,30.981851300000002,121.1020478
797,Zhūjīng Zhèn,Shanghai,30.879305100000003,121.17289099999999
798,Lǚxiàng Zhèn,Shanghai,30.834455699999996,121.17865320000001
799,Shéshān Zhèn,Shanghai,31.1062374,121.22536185
800,Xuānqiáo Zhèn,Shanghai,31.0377021,121.69022460000001
801,Jiāngwān Zhèn,Shanghai,31.3074973,121.48058993894101
802,Zhūjiājiǎo Zhèn,Shanghai,31.113325300000003,121.051736
803,Sìjīng Zhèn,Shanghai,31.1204097,121.25587975
804,Xújīng Zhèn,Shanghai,31.174778000000003,121.26816969999999
805,Cáojiādù,Shanghai,31.2316799,121.42263290000001
806,Shíhuà,Shanghai,30.727870799999998,121.3321733
807,Běicài Zhèn,Shanghai,31.18216305,121.547809816671
808,Zhāngmiào,Shanghai,31.3357659,121.44091709999998
809,Gāodōng Zhèn,Shanghai,31.328905199999998,121.6185558
810,Chángshòulù,Shanghai,31.242016200000002,121.4313293
811,Dòngjīng Zhèn,Shanghai,31.0865434,121.226034615829
812,Huáxīn Zhèn,Shanghai,31.2477102,121.2228685
813,Yùyuán,Shanghai,31.228927399999996,121.487975198943
814,Fèngchéng Zhèn,Shanghai,30.910263699999998,121.6044584
815,Yángjīng,Shanghai,31.244005600000005,121.54592040000001
816,Gāojìng Zhèn,Shanghai,31.323158799999998,121.47752520000002
817,Chéngjiāqiáo,Shanghai,31.189312400000002,121.36862839999999
818,Xīdù,Shanghai,30.99125535,121.427818526761
819,Běixīnjīng,Shanghai,31.2188284,121.3681263
820,Pǔjiāng Zhèn,Shanghai,31.0930767,121.4912727
821,Wújīng Zhèn,Shanghai,31.0456206,121.4631165
822,Qīngcūn Zhèn,Shanghai,30.9257983,121.5773355
823,Xīnzhuāng Zhèn,Shanghai,31.128610100000003,121.3923825
824,Báihè Zhèn,Shanghai,31.249047499999996,121.1421959
825,Gǔměi lù,Shanghai,31.134881800000002,121.3881342
826,Méilǒng Zhèn,Shanghai,31.137228999999998,121.4097173
827,Língyún lù,Shanghai,31.135130800000002,121.41674520000001
828,Xiānghuāqiáo,Shanghai,31.1731032,121.1180277
829,Jīnhuì Zhèn,Shanghai,30.9913152,121.49736580000001
830,Fēngjīng Zhèn,Shanghai,30.879863500000003,121.0188006
831,Jiāngsūlù,Shanghai,31.225982899999998,121.4238966
832,Qībǎo Zhèn,Shanghai,31.1573185,121.34423290000001
833,Xīnhóng,Shanghai,30.9353625,121.0563236
834,Táopǔ Zhèn,Shanghai,31.2619935,121.3919996
835,Wǔlǐqiáo,Shanghai,31.2056559,121.47573899999999
836,Tílánqiáo,Shanghai,31.255521299999998,121.5023598
837,Huátíng Zhèn,Shanghai,30.885049900000002,121.30816000000002
838,Yīnháng,Shanghai,31.32884075,121.537617536488
839,Xújiāhuì,Shanghai,31.196316200000002,121.43136080000001
840,Wǔjiǎochǎng,Shanghai,31.3064494,121.51256529999999
841,Pǔjǐn Zhèn,Shanghai,31.103482300000003,121.4855953
842,Miàoxíng Zhèn,Shanghai,31.332293,121.43390819999999
843,Tiánlín,Shanghai,31.5233683,121.8104861
844,Lǎogǎng Zhèn,Shanghai,31.041473800000002,121.8358713
845,Chángzhēng Zhèn,Shanghai,30.901999199999995,121.0657521
846,Mǎogǎng Zhèn,Shanghai,30.942944899999997,121.2074929
847,Jīnzé Zhèn,Shanghai,31.038903,120.91670500000001
848,Yǒngfēng,Shanghai,31.0062946,121.21087390000001
849,Zhāngjiāng Zhèn,Shanghai,31.2073473,121.6101825
850,Dǎpǔqiáo,Shanghai,31.2082863,121.46394120000001
851,Wúsōng,Shanghai,31.374707,121.48941040000001
852,Luōjīng Zhèn,Shanghai,31.4807037,121.337427
853,Kampong Bugis,Singapore,1.3085296999999998,103.8658712
854,Benoi Sector,Singapore,1.3195819,103.68079200000001
855,Bidadari,Singapore,1.3352618,103.87216677548
856,Bukit Timah,Singapore,1.3546901000000002,103.7763724
857,Pioneer,Singapore,1.3416092,103.697477906439
858,Queenstown,Singapore,1.2946235000000001,103.8060454
859,Teban Gardens,Singapore,1.32089305,103.737934212712
860,Lim Chu Kang,Singapore,1.4342172,103.7149872
861,Kallang Bahru,Singapore,1.319309,103.8659933
862,Semakau,Singapore,1.20358545,103.769847592456
863,Little India,Singapore,1.3066476,103.8492691
864,Rochor Canal,Singapore,1.3038431000000001,103.85286090000001
865,Bukit Merah,Singapore,1.2806275,103.8305915
866,Singapore River,Singapore,1.28917835,103.84515431765999
867,Clarke Quay,Singapore,1.28818655,103.84639555444201
868,Yishun,Singapore,1.4293839,103.8350282
869,Jurong West Central,Singapore,1.3396365,103.7073387
870,Boon Lay Place,Singapore,1.3475171000000001,103.713879916657
871,Marine Parade,Singapore,1.3026889,103.90739520000001
872,Jurong River,Singapore,1.344581,103.7281439
873,Rochor,Singapore,1.30326565,103.852426096399
874,Bishan,Singapore,1.3514521000000002,103.84824959999999
875,Jurong Island,Singapore,1.2596166000000002,103.670471298337
876,Serangoon North,Singapore,1.3713383,103.87275629999999
877,Boon Keng,Singapore,1.31956905,103.861748677728
878,Pearl's Hill,Singapore,1.28489795,103.839828397855
879,Clifford Pier,Singapore,1.28394665,103.853537790268
880,Kranji,Singapore,1.4252189,103.7619891
881,Alexandra North,Singapore,1.277477,103.8018803
882,Marina Centre,Singapore,1.2904753,103.8520359
883,MacPherson,Singapore,1.32620695,103.889506953939
884,Henderson Hill,Singapore,1.28115755,103.82106078273199
885,Bukit Batok,Singapore,1.3490572,103.74959059999999
886,Jurong Port,Singapore,1.30562985,103.72125142874
887,Sungei Kadut,Singapore,1.4149971000000001,103.75331059999999
888,Southern Islands,Singapore,1.2710888999999999,103.86328
889,Commonwealth,Singapore,1.3024428,103.79830849999999
890,Yunnan,Singapore,1.33828165,103.691098307116
891,Kallang,Singapore,1.310759,103.866262
892,Straits View,Singapore,1.2782163,103.8525322
893,Ghim Moh,Singapore,1.311558,103.788797
894,Tanjong Pagar,Singapore,1.2765707,103.845848
895,Farrer Park,Singapore,1.31259105,103.854228847827
896,Robertson Quay,Singapore,1.29040905,103.83812675642
897,Simpang,Singapore,1.4452954,103.8497425
898,Gombak,Singapore,1.360768,103.74953409999999
899,Singapore Polytechnic,Singapore,1.30913695,103.778143658071
900,Potong Pasir,Singapore,1.3314141000000002,103.869138082237
901,Kampong Java,Singapore,1.313975,103.845481
902,Bras Basah,Singapore,1.2968214,103.85066583319599
903,Orchard,Singapore,1.305272,103.8328757
904,Seletar Aerospace Park,Singapore,1.4163503,103.8724617
905,Choa Chu Kang,Singapore,1.3892601,103.743728
906,Safti,Singapore,1.3304504,103.6834422
907,Rivervale,Singapore,1.38062345,103.898400807354
908,Sudong,Singapore,1.2080635,103.719488623156
909,Sengkang,Singapore,1.3909486999999998,103.8951748
910,Serangoon,Singapore,1.3632360000000001,103.87446170000001
911,Novena,Singapore,1.32061715,103.843974354385
912,Hillview,Singapore,1.3624041999999998,103.767427293728
913,National University of Singapore,Singapore,1.2962018,103.776899437848
914,Bukit Ho Swee,Singapore,1.2879953000000002,103.828564415084
915,Boon Lay,Singapore,1.3456401000000002,103.71180179999999
916,Yew Tee,Singapore,1.3974678,103.7473332
917,Kampong Tiong Bahru,Singapore,1.2749197,103.8289511
918,Hong Kah,Singapore,1.357194,103.714603
919,Raffles Place,Singapore,1.2844077,103.85139000000001
920,Kampong Ubi,Singapore,1.328847,103.89737351640301
921,Lorong Halus,Singapore,1.3817494,103.91997990000002
922,Tuas View,Singapore,1.3293722,103.6482364
923,Clementi,Singapore,1.3140256000000001,103.7624098
924,Bugis,Singapore,1.2999533,103.855278146899
925,Geylang,Singapore,1.3181862,103.8870563
926,Seletar,Singapore,1.4098488,103.87737890000001
927,Geylang Bahru,Singapore,1.3211072,103.871315
928,Ang Mo Kio,Singapore,1.3700733,103.8495157
929,Aljunied,Singapore,1.3164514999999999,103.8829087
930,Everton Park,Singapore,1.2771286,103.83936791519001
931,Mandai,Singapore,1.4235346000000002,103.8033499
932,Newton,Singapore,1.312981,103.8389215
933,Queensway,Singapore,1.2888152,103.8032129
