,name,icon,categories
0,Arts & Entertainment,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png,"[{'name': 'Amphitheater', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png'}, {'name': 'Aquarium', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/aquarium_.png'}, {'name': 'Arcade', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/arcade_.png'}, {'name': 'Art Gallery', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_.png'}, {'name': 'Bowling Alley', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/bowling_.png'}, {'name': 'Casino', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/casino_.png'}, {'name': 'Circus', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png'}, {'name': 'Comedy Club', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/comedyclub_.png'}, {'name': 'Concert Hall', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_.png'}, {'name': 'Country Dance Club', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_dancestudio_.png'}, {'name': 'Disc Golf', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png'}, {'name': 'Exhibit', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png'}, {'name': 'General Entertainment', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png'}, {'name': 'Go Kart Track', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/racetrack_.png'}, {'name': 'Historic Site', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/historicsite_.png'}, {'name': 'Karaoke Box', 'icon': 'https://ss3.4sqi.net/img/categories_v2/nightlife/karaoke_.png'}, {'name': 'Laser Tag', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png'}, {'name': 'Memorial Site', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/historicsite_.png'}, {'name': 'Mini Golf', 'icon': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/golfcourse_.png'}, {'name': 'Drive-in Theater', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_.png'}, {'name': 'Indie Movie Theater', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_.png'}, {'name': 'Multiplex', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_.png'}, {'name': 'Movie Theater', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/movietheater_.png'}, {'name': 'Art Museum', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_art_.png'}, {'name': 'Erotic Museum', 'icon': 'https://ss3.4sqi.net/img/categories_v2/nightlife/stripclub_.png'}, {'name': 'History Museum', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_history_.png'}, {'name': 'Planetarium', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_planetarium_.png'}, {'name': 'Science Museum', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_science_.png'}, {'name': 'Museum', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_.png'}, {'name': 'Jazz Club', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_jazzclub_.png'}, {'name': 'Piano Bar', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_pianobar_.png'}, {'name': 'Rock Club', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_rockclub_.png'}, {'name': 'Music Venue', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_.png'}, {'name': 'Pachinko Parlor', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png'}, {'name': 'Dance Studio', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_dancestudio_.png'}, {'name': 'Indie Theater', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_.png'}, {'name': 'Opera House', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_operahouse_.png'}, {'name': 'Theater', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_.png'}, {'name': 'Performing Arts Venue', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_.png'}, {'name': 'Pool Hall', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/billiards_.png'}, {'name': 'Outdoor Sculpture', 'icon': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/sculpture_.png'}, {'name': 'Street Art', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png'}, {'name': 'Public Art', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png'}, {'name': 'Racecourse', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_track_.png'}, {'name': 'Racetrack', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/racetrack_.png'}, {'name': 'Roller Rink', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png'}, {'name': 'Salsa Club', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_dancestudio_.png'}, {'name': 'Samba School', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_dancestudio_.png'}, {'name': 'Baseball Stadium', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_baseball_.png'}, {'name': 'Basketball Stadium', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_basketball_.png'}, {'name': 'Cricket Ground', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_cricket_.png'}, {'name': 'Football Stadium', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_football_.png'}, {'name': 'Hockey Arena', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_hockey_.png'}, {'name': 'Rugby Stadium', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_football_.png'}, {'name': 'Soccer Stadium', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_soccer_.png'}, {'name': 'Tennis Stadium', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_tennis_.png'}, {'name': 'Track Stadium', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_track_.png'}, {'name': 'Stadium', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_.png'}, {'name': 'Theme Park Ride / Attraction', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_.png'}, {'name': 'Theme Park', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/themepark_.png'}, {'name': 'Tour Provider', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png'}, {'name': 'Water Park', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/waterpark_.png'}, {'name': 'Zoo Exhibit', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/zoo_.png'}, {'name': 'Zoo', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/zoo_.png'}]"
1,College & University,https://ss3.4sqi.net/img/categories_v2/education/default_.png,"[{'name': 'College Arts Building', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/default_.png'}, {'name': 'College Communications Building', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/collegeacademicbuildings_communications_.png'}, {'name': 'College Engineering Building', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/collegeacademicbuildings_engineering_.png'}, {'name': 'College History Building', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/collegeacademicbuildings_history_.png'}, {'name': 'College Math Building', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/collegeacademicbuildings_math_.png'}, {'name': 'College Science Building', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/collegeacademicbuildings_science_.png'}, {'name': 'College Technology Building', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/collegeacademicbuildings_technology_.png'}, {'name': 'College Academic Building', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/academicbuilding_.png'}, {'name': 'College Administrative Building', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/administrativebuilding_.png'}, {'name': 'College Auditorium', 'icon': 'https://ss3.4sqi.net/img/categories_v2/building/auditorium_.png'}, {'name': 'College Bookstore', 'icon': 'https://ss3.4sqi.net/img/categories_v2/shops/bookstore_.png'}, {'name': 'College Cafeteria', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/cafeteria_.png'}, {'name': 'College Classroom', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/classroom_.png'}, {'name': 'College Gym', 'icon': 'https://ss3.4sqi.net/img/categories_v2/building/gym_.png'}, {'name': 'College Lab', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/lab_.png'}, {'name': 'College Library', 'icon': 'https://ss3.4sqi.net/img/categories_v2/building/library_.png'}, {'name': 'College Quad', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/quad_.png'}, {'name': 'College Rec Center', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/reccenter_.png'}, {'name': 'College Residence Hall', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/residencehall_.png'}, {'name': 'College Baseball Diamond', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_baseball_.png'}, {'name': 'College Basketball Court', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_basketball_.png'}, {'name': 'College Cricket Pitch', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_cricket_.png'}, {'name': 'College Football Field', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_football_.png'}, {'name': 'College Hockey Rink', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_hockey_.png'}, {'name': 'College Soccer Field', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_soccer_.png'}, {'name': 'College Tennis Court', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_tennis_.png'}, {'name': 'College Track', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_track_.png'}, {'name': 'College Stadium', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_.png'}, {'name': 'College Theater', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_.png'}, {'name': 'Community College', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/communitycollege_.png'}, {'name': 'Fraternity House', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/frathouse_.png'}, {'name': 'General College & University', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/other_.png'}, {'name': 'Law School', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/lawschool_.png'}, {'name': 'Medical School', 'icon': 'https://ss3.4sqi.net/img/categories_v2/building/medical_.png'}, {'name': 'Sorority House', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/frathouse_.png'}, {'name': 'Student Center', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/studentcenter_.png'}, {'name': 'Trade School', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/tradeschool_.png'}, {'name': 'University', 'icon': 'https://ss3.4sqi.net/img/categories_v2/education/default_.png'}]"
2,Event,https://ss3.4sqi.net/img/categories_v2/event/default_.png,"[{'name': 'Christmas Market', 'icon': 'https://ss3.4sqi.net/img/categories_v2/shops/default_.png'}, {'name': 'Conference', 'icon': 'https://ss3.4sqi.net/img/categories_v2/event/default_.png'}, {'name': 'Convention', 'icon': 'https://ss3.4sqi.net/img/categories_v2/event/default_.png'}, {'name': 'Festival', 'icon': 'https://ss3.4sqi.net/img/categories_v2/event/default_.png'}, {'name': 'Line / Queue', 'icon': 'https://ss3.4sqi.net/img/categories_v2/event/default_.png'}, {'name': 'Music Festival', 'icon': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_rockclub_.png'}, {'name': 'Other Event', 'icon': 'https://ss3.4sqi.net/img/categories_v2/event/default_.png'}, {'name': 'Parade', 'icon': 'https://ss3.4sqi.net/img/categories_v2/event/default_.png'}, {'name': 'Sporting Event', 'icon': 'https://ss3.4sqi.net/img/categories_v2/event/default_.png'}, {'name': 'Stoop Sale', 'icon': 'https://ss3.4sqi.net/img/categories_v2/shops/fleamarket_.png'}, {'name': 'Street Fair', 'icon': 'https://ss3.4sqi.net/img/categories_v2/event/default_.png'}, {'name': 'Trade Fair', 'icon': 'https://ss3.4sqi.net/img/categories_v2/event/default_.png'}]"
